epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,8227.44,0.80628,0.42869,0.81853,0.98126,0.9652,0.97965,0.78259,0.86279,0.45079,0.8111,0.000528058,0.000528058,0.000528058
55,8379.86,0.80046,0.42194,0.8183,0.99156,0.9658,0.98027,0.79196,0.85669,0.43179,0.80847,0.000517059,0.000517059,0.000517059
56,8532.76,0.80557,0.42256,0.81683,0.98971,0.96599,0.9801,0.80058,0.82007,0.42684,0.80839,0.00050606,0.00050606,0.00050606
57,8685.95,0.79467,0.41838,0.81716,0.98801,0.96415,0.97927,0.79206,0.83826,0.42981,0.80826,0.000495062,0.000495062,0.000495062
58,8838.39,0.80418,0.41578,0.81587,0.99217,0.95933,0.97683,0.76824,0.9511,0.45224,0.81739,0.000484063,0.000484063,0.000484063
59,8990.71,0.78811,0.41147,0.8149,0.98419,0.96591,0.97931,0.78718,0.8563,0.42678,0.8072,0.000473064,0.000473064,0.000473064
60,9143.14,0.7796,0.41054,0.81704,0.98483,0.96332,0.9801,0.78058,0.8773,0.44273,0.81117,0.000462065,0.000462065,0.000462065
61,9295.47,0.77587,0.40414,0.81416,0.98575,0.96937,0.97867,0.77775,0.89766,0.42845,0.81169,0.000451066,0.000451066,0.000451066
62,9447.87,0.78006,0.40514,0.8158,0.9904,0.96461,0.97928,0.75596,0.9704,0.43791,0.81794,0.000440067,0.000440067,0.000440067
63,9600.4,0.77397,0.39852,0.81908,0.99104,0.96788,0.98042,0.7843,0.85497,0.42433,0.8086,0.000429068,0.000429068,0.000429068
64,9752.57,0.76434,0.39093,0.81231,0.99156,0.96479,0.97906,0.79421,0.83503,0.42061,0.80821,0.000418069,0.000418069,0.000418069
65,9904.9,0.75786,0.39155,0.81563,0.99147,0.96754,0.97938,0.78053,0.89983,0.42407,0.81195,0.00040707,0.00040707,0.00040707
66,10057.3,0.76026,0.3872,0.81019,0.98881,0.96823,0.97934,0.77238,0.93368,0.42561,0.81332,0.000396071,0.000396071,0.000396071
67,10209.5,0.75908,0.38445,0.81423,0.98623,0.96776,0.97901,0.79142,0.85199,0.40887,0.80895,0.000385073,0.000385073,0.000385073
68,10361.9,0.76348,0.39457,0.81143,0.99097,0.96615,0.98194,0.7813,0.8987,0.42827,0.81405,0.000374074,0.000374074,0.000374074
69,10514.2,0.7637,0.39605,0.8156,0.98733,0.96689,0.97884,0.78709,0.85756,0.42252,0.81019,0.000363075,0.000363075,0.000363075
70,10666.6,0.7533,0.38591,0.81362,0.98712,0.96843,0.98143,0.78716,0.88128,0.43071,0.81034,0.000352076,0.000352076,0.000352076
71,10819,0.74895,0.38883,0.81211,0.99086,0.96566,0.98147,0.7836,0.90585,0.43378,0.81081,0.000341077,0.000341077,0.000341077
72,10971.5,0.73118,0.37837,0.80628,0.98529,0.97181,0.98411,0.7964,0.86471,0.41996,0.80745,0.000330078,0.000330078,0.000330078
73,11124.1,0.74112,0.37695,0.81223,0.9896,0.96745,0.98193,0.75948,0.99876,0.42462,0.82065,0.000319079,0.000319079,0.000319079
74,11276.4,0.73336,0.37321,0.81111,0.99197,0.96679,0.98225,0.78594,0.88361,0.41107,0.80987,0.00030808,0.00030808,0.00030808
75,11428.7,0.73146,0.37103,0.81007,0.98884,0.96941,0.9819,0.79627,0.83293,0.40966,0.80738,0.000297081,0.000297081,0.000297081
76,11581.1,0.72952,0.37195,0.81049,0.99001,0.96811,0.9835,0.79722,0.85194,0.40813,0.80847,0.000286083,0.000286083,0.000286083
77,11733.6,0.72016,0.36477,0.80773,0.99043,0.96993,0.98226,0.79664,0.85914,0.41381,0.8097,0.000275084,0.000275084,0.000275084
78,11886.3,0.71784,0.36563,0.80809,0.98873,0.96489,0.98013,0.7922,0.84017,0.41452,0.80848,0.000264085,0.000264085,0.000264085
79,12038.9,0.70352,0.36011,0.80612,0.98883,0.97062,0.98312,0.79218,0.85868,0.41458,0.80878,0.000253086,0.000253086,0.000253086
80,12191.1,0.71025,0.36359,0.80663,0.9873,0.96732,0.97876,0.78391,0.8953,0.42541,0.81138,0.000242087,0.000242087,0.000242087
81,12343.3,0.71816,0.36176,0.80664,0.993,0.96411,0.98052,0.79202,0.87229,0.41875,0.80814,0.000231088,0.000231088,0.000231088
