epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,60.4037,6.34156,149.409,3.79974,0,0,0,0,1.3429,168.393,0.72205,0.000364966,0.000364966,0.000364966
2,121.083,4.47257,18.2281,2.47041,0.00229,0.06075,0.03938,0.0104,2.68106,3.34581,1.46057,0.00072802,0.00072802,0.00072802
3,184.567,2.52839,3.20319,1.30185,0.57374,0.69331,0.52031,0.2961,1.80009,1.70757,1.05102,0.00108374,0.00108374,0.00108374
4,249.652,2.11843,2.39653,1.14188,0.67207,0.73102,0.5482,0.33304,1.50134,1.38871,0.98451,0.001078,0.001078,0.001078
5,312.686,1.80259,1.97126,1.04546,0.79558,0.59838,0.67507,0.24352,2.36679,1.51895,1.11851,0.001067,0.001067,0.001067
6,377.578,1.72727,1.81174,1.02685,0.73689,0.72748,0.61829,0.3511,1.61054,1.33677,1.00555,0.00105601,0.00105601,0.00105601
7,443.502,1.61744,1.69607,0.99953,0.811,0.67678,0.70256,0.46212,1.39009,1.20884,0.94175,0.00104501,0.00104501,0.00104501
8,506.384,1.54561,1.59233,0.9823,0.90277,0.75481,0.73247,0.33862,2.08904,1.19217,1.03472,0.00103401,0.00103401,0.00103401
9,568.56,1.52864,1.52259,0.97565,0.93362,0.71468,0.76294,0.46444,1.51131,1.0927,0.94505,0.00102301,0.00102301,0.00102301
10,632.153,1.52813,1.44811,0.96797,0.50398,0.70911,0.69021,0.47994,1.36915,1.28869,0.94766,0.00101201,0.00101201,0.00101201
11,694.963,1.53996,1.45321,0.9696,0.96504,0.76704,0.79249,0.28443,2.43538,1.16694,1.06507,0.00100101,0.00100101,0.00100101
12,757.467,1.47734,1.36997,0.95824,0.91406,0.75706,0.79655,0.49734,1.4452,0.98143,0.93109,0.000990012,0.000990012,0.000990012
13,820.979,1.43997,1.29776,0.94131,0.92128,0.76937,0.79991,0.54228,1.33702,1.09483,0.91949,0.000979013,0.000979013,0.000979013
