epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,48.3194,3.20462,8.20816,1.56536,0.05273,0.11099,0.04347,0.00632,4.17978,2.65286,1.84187,0.00036372,0.00036372,0.00036372
2,96.2885,1.73146,1.45401,0.96574,0.8042,0.83527,0.83085,0.47066,1.74996,1.12823,0.95404,0.000726786,0.000726786,0.000726786
3,144.318,1.61622,1.10142,0.93712,0.91949,0.87171,0.91766,0.5954,1.41183,0.9201,0.89415,0.00108252,0.00108252,0.00108252
4,193.15,1.47954,0.97571,0.91345,0.90316,0.79586,0.89208,0.43748,1.95593,1.02164,0.96735,0.001078,0.001078,0.001078
5,242.226,1.35512,0.8623,0.89556,0.98166,0.89775,0.94147,0.65386,1.27527,0.80871,0.87811,0.001067,0.001067,0.001067
6,291.757,1.31004,0.822,0.88878,0.94525,0.92781,0.94721,0.63232,1.27797,0.7117,0.86534,0.00105601,0.00105601,0.00105601
7,341.293,1.34445,0.80513,0.88879,0.9587,0.92791,0.94858,0.64282,1.23192,0.6875,0.85419,0.00104501,0.00104501,0.00104501
8,391.016,1.25961,0.74297,0.87867,0.92816,0.91702,0.94602,0.61089,1.34621,0.70248,0.86802,0.00103401,0.00103401,0.00103401
9,440.815,1.22938,0.71172,0.87497,0.9654,0.93637,0.95712,0.64156,1.19584,0.67849,0.84866,0.00102301,0.00102301,0.00102301
10,490.806,1.18581,0.69821,0.86666,0.97132,0.93072,0.95974,0.67654,1.15105,0.66067,0.84342,0.00101201,0.00101201,0.00101201
11,540.858,1.17003,0.66941,0.86004,0.97082,0.95025,0.9676,0.69184,1.1011,0.64721,0.8376,0.00100101,0.00100101,0.00100101
12,591.088,1.14907,0.66108,0.85722,0.96602,0.9311,0.9543,0.6847,1.08907,0.63352,0.83655,0.000990012,0.000990012,0.000990012
13,641.216,1.13637,0.65517,0.85663,0.97401,0.93702,0.96497,0.70487,1.08903,0.59723,0.8317,0.000979013,0.000979013,0.000979013
14,691.588,1.11309,0.63003,0.85141,0.98283,0.93769,0.9654,0.7047,1.09228,0.61959,0.83289,0.000968014,0.000968014,0.000968014
15,741.864,1.12033,0.63403,0.84998,0.97487,0.9466,0.96708,0.62826,1.32281,0.66445,0.8529,0.000957015,0.000957015,0.000957015
16,792.029,1.1128,0.60434,0.84523,0.97284,0.93963,0.96496,0.57492,1.50449,0.6946,0.87555,0.000946016,0.000946016,0.000946016
17,842.324,1.08967,0.60116,0.84944,0.97681,0.94567,0.96451,0.6205,1.36731,0.61977,0.85512,0.000935018,0.000935018,0.000935018
18,892.625,1.11404,0.60454,0.85475,0.97996,0.94098,0.97109,0.72516,1.00204,0.58753,0.82435,0.000924019,0.000924019,0.000924019
19,942.947,1.0447,0.5808,0.84214,0.97004,0.94853,0.96883,0.71729,1.07652,0.58552,0.83151,0.00091302,0.00091302,0.00091302
20,993.421,1.04799,0.59366,0.84143,0.97249,0.93343,0.963,0.64866,1.27284,0.63547,0.8451,0.000902021,0.000902021,0.000902021
21,1043.83,1.07051,0.57877,0.84643,0.97041,0.94534,0.96242,0.73202,1.02817,0.58098,0.8299,0.000891022,0.000891022,0.000891022
22,1094.31,1.04005,0.5539,0.84285,0.98296,0.95562,0.97114,0.69637,1.05317,0.56483,0.82613,0.000880023,0.000880023,0.000880023
23,1144.72,1.00921,0.55072,0.84167,0.98672,0.95791,0.97422,0.70424,1.10092,0.57195,0.82964,0.000869024,0.000869024,0.000869024
24,1195.2,0.99158,0.54965,0.83587,0.98465,0.95722,0.97289,0.75117,0.97133,0.52757,0.81622,0.000858025,0.000858025,0.000858025
25,1245.79,1.01717,0.54993,0.83554,0.98955,0.94965,0.97312,0.72861,1.0056,0.52868,0.82251,0.000847026,0.000847026,0.000847026
26,1297.01,1.00419,0.54459,0.83734,0.9707,0.95609,0.97213,0.70748,1.0757,0.55622,0.82988,0.000836027,0.000836027,0.000836027
27,1349.41,0.97369,0.5393,0.83031,0.98452,0.95044,0.97698,0.75498,0.95389,0.52068,0.81889,0.000825029,0.000825029,0.000825029
28,1400.01,0.97649,0.53953,0.83303,0.98354,0.95073,0.97361,0.75011,0.98353,0.52854,0.81948,0.00081403,0.00081403,0.00081403
29,1450.51,0.97939,0.53769,0.83429,0.98872,0.9481,0.97018,0.73267,1.0364,0.54276,0.82785,0.000803031,0.000803031,0.000803031
30,1500.92,0.97595,0.52665,0.83943,0.96219,0.95582,0.97596,0.7328,0.9733,0.5268,0.81848,0.000792032,0.000792032,0.000792032
31,1551.4,0.96575,0.52843,0.83336,0.976,0.96385,0.97651,0.70082,1.15515,0.54112,0.83382,0.000781033,0.000781033,0.000781033
32,1601.92,0.96012,0.51627,0.83185,0.98134,0.95607,0.97452,0.74252,0.9561,0.56086,0.81856,0.000770034,0.000770034,0.000770034
33,1652.49,0.96072,0.51422,0.82893,0.98893,0.9529,0.97344,0.76765,0.93537,0.52933,0.81781,0.000759035,0.000759035,0.000759035
34,1702.99,0.9466,0.50092,0.83168,0.99097,0.95603,0.975,0.72347,1.03308,0.51831,0.82316,0.000748036,0.000748036,0.000748036
35,1753.48,0.92653,0.49732,0.83335,0.98215,0.95845,0.97568,0.75473,0.95892,0.51831,0.81666,0.000737037,0.000737037,0.000737037
36,1803.81,0.92325,0.50198,0.82368,0.98444,0.96354,0.97892,0.7532,0.95844,0.49456,0.81557,0.000726038,0.000726038,0.000726038
37,1854.3,0.91791,0.48878,0.82841,0.98798,0.95745,0.97694,0.7591,0.94311,0.48532,0.81767,0.00071504,0.00071504,0.00071504
38,1904.89,0.94488,0.50323,0.82836,0.98304,0.95969,0.97559,0.73789,0.99504,0.51443,0.81903,0.000704041,0.000704041,0.000704041
39,1955.25,0.96438,0.49463,0.83105,0.99492,0.95583,0.9766,0.74894,0.93686,0.50032,0.81366,0.000693042,0.000693042,0.000693042
40,2005.68,0.92189,0.4851,0.82392,0.98595,0.9592,0.9807,0.74939,0.96128,0.50461,0.81796,0.000682043,0.000682043,0.000682043
41,2056.14,0.93314,0.49095,0.82286,0.98868,0.95605,0.97583,0.76306,0.92539,0.51271,0.81575,0.000671044,0.000671044,0.000671044
42,2106.7,0.93396,0.47728,0.82415,0.98564,0.96639,0.97873,0.74866,0.97567,0.50959,0.81672,0.000660045,0.000660045,0.000660045
43,2157.19,0.9056,0.47543,0.82128,0.99128,0.96345,0.97897,0.75132,0.97583,0.48437,0.82001,0.000649046,0.000649046,0.000649046
44,2207.77,0.89013,0.46436,0.82384,0.99358,0.9528,0.98055,0.76777,0.92973,0.4758,0.81555,0.000638047,0.000638047,0.000638047
45,2258.44,0.89735,0.47787,0.82429,0.98902,0.9609,0.97889,0.75235,0.9429,0.4826,0.81651,0.000627048,0.000627048,0.000627048
46,2308.92,0.90404,0.47785,0.82328,0.98113,0.96955,0.97708,0.76127,0.92262,0.48689,0.81373,0.000616049,0.000616049,0.000616049
47,2359.49,0.88713,0.47407,0.82107,0.99019,0.95621,0.97946,0.76831,0.93347,0.48101,0.81374,0.000605051,0.000605051,0.000605051
48,2410.09,0.85594,0.44783,0.8213,0.984,0.96036,0.97956,0.74965,0.96464,0.49463,0.81388,0.000594052,0.000594052,0.000594052
49,2460.59,0.87912,0.46601,0.82095,0.98619,0.96746,0.97927,0.75171,0.96783,0.47813,0.81563,0.000583053,0.000583053,0.000583053
50,2511.03,0.88095,0.46663,0.82369,0.98199,0.97057,0.98006,0.76172,0.9284,0.48618,0.8166,0.000572054,0.000572054,0.000572054
51,2561.59,0.86483,0.45184,0.8215,0.98838,0.96443,0.97908,0.77126,0.93464,0.4782,0.81378,0.000561055,0.000561055,0.000561055
52,2612.17,0.86667,0.45855,0.82063,0.98807,0.96487,0.98019,0.73983,0.98515,0.49688,0.81824,0.000550056,0.000550056,0.000550056
53,2662.68,0.84266,0.45021,0.81536,0.983,0.966,0.97915,0.7841,0.85724,0.45536,0.80534,0.000539057,0.000539057,0.000539057
54,2713.36,0.85847,0.44893,0.81424,0.98713,0.96497,0.97865,0.76823,0.93612,0.46989,0.81394,0.000528058,0.000528058,0.000528058
55,2763.75,0.84601,0.44107,0.81788,0.99453,0.95317,0.97914,0.75727,0.98105,0.47959,0.81534,0.000517059,0.000517059,0.000517059
56,2814.29,0.8511,0.43918,0.81528,0.98358,0.95798,0.97745,0.75267,0.96478,0.49517,0.81485,0.00050606,0.00050606,0.00050606
57,2864.83,0.83226,0.43612,0.81737,0.99066,0.95737,0.97846,0.77294,0.90254,0.48271,0.81341,0.000495062,0.000495062,0.000495062
58,2915.3,0.84125,0.43579,0.81768,0.99109,0.95965,0.98039,0.77309,0.92583,0.4622,0.81064,0.000484063,0.000484063,0.000484063
59,2965.84,0.83353,0.42868,0.81445,0.98709,0.96956,0.98126,0.7738,0.88407,0.46179,0.80586,0.000473064,0.000473064,0.000473064
60,3016.48,0.83774,0.43592,0.81748,0.99035,0.95989,0.98245,0.78307,0.90769,0.46227,0.81059,0.000462065,0.000462065,0.000462065
61,3067.01,0.80769,0.41823,0.8121,0.98507,0.9611,0.97966,0.76276,0.92008,0.46246,0.81294,0.000451066,0.000451066,0.000451066
