epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,51.7582,2.17818,3.22532,1.25882,0.62864,0.35633,0.51656,0.18385,2.89751,24.072,1.52486,0.070303,0.00329966,0.00329966
2,102.518,1.51321,1.07421,0.99612,0.22624,0.20939,0.20464,0.11198,1.94226,12.7995,1.07422,0.0401717,0.00650166,0.00650166
3,153.899,1.48863,0.99123,0.97982,0.79339,0.57031,0.67849,0.40314,1.69751,4.90581,0.9739,0.00990836,0.00957166,0.00957166
4,206.161,1.41188,0.91401,0.96714,0.83087,0.68749,0.75235,0.5521,1.36038,2.85493,0.90972,0.009406,0.009406,0.009406
5,258.729,1.39965,0.87299,0.96065,0.87376,0.82938,0.8551,0.5596,1.43231,1.85513,0.92072,0.009208,0.009208,0.009208
6,311.673,1.33831,0.81774,0.94249,0.89796,0.86023,0.89542,0.62762,1.21403,0.98455,0.86426,0.00901,0.00901,0.00901
7,364.924,1.25622,0.74625,0.93033,0.8743,0.84684,0.85258,0.606,1.26078,1.14598,0.87108,0.008812,0.008812,0.008812
8,418.368,1.25459,0.73845,0.92496,0.91718,0.87826,0.91583,0.66173,1.20183,0.80741,0.86126,0.008614,0.008614,0.008614
9,472.006,1.1864,0.71772,0.91389,0.90053,0.88809,0.91044,0.68042,1.06817,0.7844,0.83873,0.008416,0.008416,0.008416
10,525.926,1.14651,0.69656,0.9042,0.87358,0.82221,0.86934,0.65201,1.09395,1.07408,0.85315,0.008218,0.008218,0.008218
11,579.675,1.15372,0.68184,0.9056,0.95372,0.91032,0.9366,0.691,1.09937,0.70193,0.8482,0.00802,0.00802,0.00802
12,634.242,1.10411,0.66218,0.89007,0.92275,0.90892,0.91951,0.73137,0.97832,0.6639,0.83348,0.007822,0.007822,0.007822
13,688.289,1.10898,0.63011,0.89776,0.94014,0.91592,0.93372,0.68005,1.11744,0.67937,0.85386,0.007624,0.007624,0.007624
14,742.342,1.10574,0.6133,0.89678,0.95375,0.92919,0.9435,0.7215,0.995,0.63691,0.8332,0.007426,0.007426,0.007426
15,796.238,1.08926,0.59969,0.89235,0.95596,0.89966,0.93349,0.71605,1.00261,0.65017,0.83672,0.007228,0.007228,0.007228
16,850.344,1.07217,0.58196,0.88618,0.94761,0.91522,0.93951,0.73315,1.00114,0.6054,0.83232,0.00703,0.00703,0.00703
17,904.347,1.0517,0.57726,0.88143,0.95099,0.93339,0.94956,0.72384,1.05482,0.62032,0.84295,0.006832,0.006832,0.006832
18,958.485,1.05982,0.58356,0.88982,0.9413,0.9187,0.93828,0.71531,1.05411,0.64044,0.84053,0.006634,0.006634,0.006634
19,1012.51,1.04191,0.57556,0.88165,0.9402,0.91499,0.94286,0.73559,1.0075,0.63847,0.83736,0.006436,0.006436,0.006436
20,1066.93,1.04714,0.56924,0.88164,0.94166,0.91817,0.95005,0.72814,1.00804,0.60656,0.83777,0.006238,0.006238,0.006238
21,1121.44,1.02737,0.55336,0.87428,0.97339,0.93203,0.95186,0.73136,1.02392,0.62108,0.83642,0.00604,0.00604,0.00604
22,1175.55,1.01604,0.54933,0.87593,0.95763,0.91675,0.94534,0.73778,0.96949,0.6558,0.83303,0.005842,0.005842,0.005842
23,1229.8,1.00015,0.53905,0.87728,0.95972,0.92083,0.9414,0.71708,1.01011,0.62611,0.83582,0.005644,0.005644,0.005644
24,1283.91,1.00132,0.54331,0.87091,0.96321,0.93363,0.9509,0.73615,0.98544,0.61149,0.83195,0.005446,0.005446,0.005446
25,1337.97,0.99979,0.53822,0.87573,0.96291,0.94192,0.95875,0.74549,0.97431,0.56908,0.82914,0.005248,0.005248,0.005248
