epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1354.8,1.09067,0.71374,0.89403,0.93052,0.89933,0.94022,0.70807,1.01795,0.6387,0.83873,0.00736,0.00736,0.00736
22,1419.94,1.09897,0.70036,0.89583,0.91096,0.88152,0.93879,0.72936,1.00553,0.67097,0.83842,0.007228,0.007228,0.007228
23,1485.21,1.06237,0.69281,0.88585,0.95991,0.9143,0.94466,0.72983,1.05032,0.63925,0.84575,0.007096,0.007096,0.007096
24,1550.48,1.06187,0.68891,0.88415,0.91775,0.89191,0.92834,0.723,0.97866,0.67908,0.83652,0.006964,0.006964,0.006964
25,1615.69,1.0596,0.67057,0.88581,0.9615,0.90347,0.94041,0.72728,1.03552,0.64976,0.84258,0.006832,0.006832,0.006832
26,1680.82,1.0685,0.66933,0.889,0.92658,0.87773,0.92902,0.69825,1.07098,0.70108,0.84972,0.0067,0.0067,0.0067
27,1745.94,1.06177,0.65274,0.88463,0.94343,0.90089,0.93986,0.72731,0.97459,0.6518,0.83627,0.006568,0.006568,0.006568
28,1811.14,1.04743,0.65291,0.88402,0.93888,0.91428,0.94764,0.73357,0.99031,0.60188,0.83764,0.006436,0.006436,0.006436
29,1876.56,1.04238,0.66288,0.88431,0.96457,0.911,0.945,0.72215,1.05184,0.64209,0.84645,0.006304,0.006304,0.006304
30,1941.7,1.03382,0.65678,0.88491,0.95286,0.91631,0.94481,0.72871,1.0245,0.61141,0.84024,0.006172,0.006172,0.006172
31,2006.92,1.00941,0.6291,0.87137,0.93556,0.90471,0.9365,0.71109,1.05459,0.64672,0.84811,0.00604,0.00604,0.00604
32,2072.12,1.04541,0.63272,0.88053,0.95833,0.89859,0.93849,0.70489,1.09301,0.68923,0.84391,0.005908,0.005908,0.005908
33,2137.31,1.01984,0.61214,0.87452,0.96626,0.9254,0.95318,0.75653,0.93798,0.56514,0.83031,0.005776,0.005776,0.005776
34,2202.63,1.00923,0.62069,0.87842,0.9607,0.93084,0.95245,0.7417,0.98755,0.58584,0.83875,0.005644,0.005644,0.005644
35,2267.9,0.99674,0.60702,0.87444,0.95498,0.89351,0.9378,0.72992,0.97795,0.63663,0.83207,0.005512,0.005512,0.005512
36,2333.05,1.00078,0.6329,0.8772,0.96584,0.92075,0.95032,0.73977,1.0105,0.60571,0.83901,0.00538,0.00538,0.00538
37,2398.25,0.99333,0.59101,0.87057,0.9706,0.90954,0.95371,0.76065,0.91543,0.5815,0.8272,0.005248,0.005248,0.005248
38,2464.25,0.96748,0.58211,0.86865,0.95916,0.91476,0.94396,0.75372,0.9375,0.58299,0.83016,0.005116,0.005116,0.005116
39,2529.37,0.98059,0.58654,0.86766,0.97097,0.91497,0.94706,0.69533,1.14254,0.67524,0.85977,0.004984,0.004984,0.004984
40,2594.43,0.98268,0.58366,0.86882,0.98351,0.9231,0.95288,0.75297,0.94939,0.54153,0.82849,0.004852,0.004852,0.004852
41,2659.8,0.98069,0.56446,0.86953,0.9656,0.90949,0.95045,0.74729,0.96276,0.59665,0.83381,0.00472,0.00472,0.00472
42,2724.97,0.95147,0.55214,0.86515,0.97677,0.92296,0.95324,0.75703,0.93541,0.54447,0.82985,0.004588,0.004588,0.004588
43,2790.21,0.96067,0.56177,0.86547,0.95898,0.91781,0.95247,0.75027,0.95745,0.56744,0.83036,0.004456,0.004456,0.004456
44,2855.56,0.96305,0.55319,0.86573,0.96276,0.90282,0.94738,0.76121,0.88949,0.56731,0.82339,0.004324,0.004324,0.004324
45,2920.92,0.95341,0.54869,0.86523,0.9624,0.93746,0.96039,0.76797,0.93049,0.52299,0.82822,0.004192,0.004192,0.004192
46,2986.47,0.93993,0.52606,0.86459,0.97317,0.93168,0.95684,0.76462,0.91237,0.52144,0.82687,0.00406,0.00406,0.00406
47,3051.61,0.94017,0.53934,0.86809,0.92556,0.89804,0.94843,0.74898,0.97079,0.61895,0.83859,0.003928,0.003928,0.003928
48,3116.79,0.93578,0.54143,0.86187,0.96616,0.92788,0.9569,0.76461,0.93414,0.54058,0.82742,0.003796,0.003796,0.003796
49,3182.21,0.93761,0.54005,0.86234,0.97321,0.9262,0.9569,0.76055,0.91891,0.52345,0.82572,0.003664,0.003664,0.003664
50,3247.66,0.91711,0.52573,0.8588,0.97923,0.91049,0.95518,0.7289,1.0603,0.59365,0.8464,0.003532,0.003532,0.003532
51,3313.19,0.94438,0.54725,0.86294,0.97196,0.93352,0.95811,0.76738,0.88033,0.53676,0.82114,0.0034,0.0034,0.0034
52,3378.54,0.91623,0.50999,0.85955,0.98161,0.94143,0.96172,0.77679,0.91282,0.50741,0.82556,0.003268,0.003268,0.003268
53,3443.89,0.90329,0.50204,0.85825,0.9791,0.9432,0.96078,0.76707,0.94528,0.51231,0.83168,0.003136,0.003136,0.003136
54,3509.12,0.89974,0.49989,0.8597,0.97524,0.93536,0.95922,0.76255,0.93978,0.54584,0.82898,0.003004,0.003004,0.003004
55,3574.34,0.90131,0.50072,0.85319,0.97147,0.9296,0.95859,0.77161,0.92131,0.53228,0.83006,0.002872,0.002872,0.002872
56,3639.53,0.88199,0.49279,0.85409,0.95863,0.92789,0.95914,0.76488,0.92135,0.56546,0.82802,0.00274,0.00274,0.00274
57,3704.85,0.87735,0.49157,0.8505,0.97274,0.92338,0.95603,0.77078,0.88294,0.53204,0.82594,0.002608,0.002608,0.002608
58,3770.09,0.87578,0.49183,0.85465,0.96793,0.93027,0.95557,0.75323,0.94565,0.57042,0.83171,0.002476,0.002476,0.002476
59,3835.38,0.88429,0.49122,0.85225,0.98121,0.93682,0.96162,0.77981,0.88821,0.51097,0.82311,0.002344,0.002344,0.002344
60,3900.7,0.87515,0.49549,0.85224,0.98769,0.93374,0.96275,0.77874,0.90155,0.508,0.8264,0.002212,0.002212,0.002212
61,3966.76,0.86973,0.47803,0.85,0.98545,0.9354,0.96265,0.77604,0.8904,0.49595,0.82335,0.00208,0.00208,0.00208
62,4031.89,0.87169,0.46718,0.84997,0.97768,0.93172,0.95937,0.76725,0.91124,0.50771,0.82509,0.001948,0.001948,0.001948
63,4097.09,0.84591,0.45322,0.84661,0.98152,0.94355,0.96649,0.78028,0.8979,0.48791,0.82499,0.001816,0.001816,0.001816
64,4162.52,0.84583,0.45714,0.84552,0.98247,0.93441,0.96416,0.77545,0.91634,0.51035,0.82555,0.001684,0.001684,0.001684
65,4227.75,0.85274,0.46276,0.84958,0.98398,0.9431,0.96597,0.77126,0.92597,0.49949,0.82781,0.001552,0.001552,0.001552
66,4292.94,0.83013,0.44699,0.84434,0.98405,0.93724,0.96353,0.778,0.9189,0.51188,0.82817,0.00142,0.00142,0.00142
67,4358.25,0.8321,0.43933,0.84697,0.98385,0.93795,0.96328,0.77274,0.93481,0.4908,0.83111,0.001288,0.001288,0.001288
68,4423.54,0.82356,0.43946,0.84608,0.9794,0.941,0.96317,0.78159,0.90075,0.49295,0.8246,0.001156,0.001156,0.001156
69,4489.05,0.83133,0.44178,0.84573,0.98494,0.92258,0.96414,0.77878,0.91754,0.50818,0.82871,0.001024,0.001024,0.001024
70,4554.29,0.81611,0.43291,0.84035,0.98513,0.94752,0.96897,0.78588,0.89615,0.47569,0.82514,0.000892,0.000892,0.000892
71,4619.78,0.79832,0.42496,0.83754,0.9866,0.94256,0.96703,0.77896,0.91285,0.4831,0.82731,0.00076,0.00076,0.00076
72,4685.06,0.80403,0.42338,0.84136,0.98629,0.94486,0.96738,0.78135,0.89743,0.47363,0.82566,0.000628,0.000628,0.000628
73,4750.25,0.7919,0.42108,0.83755,0.98681,0.94538,0.96807,0.78457,0.89419,0.47137,0.82567,0.000496,0.000496,0.000496
74,4815.68,0.78888,0.41512,0.83837,0.98619,0.94041,0.96541,0.78327,0.87928,0.46559,0.82354,0.000364,0.000364,0.000364
75,4881.35,0.79584,0.41709,0.83571,0.98613,0.94088,0.96543,0.78319,0.89715,0.47347,0.82527,0.000232,0.000232,0.000232
