epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,120.146,2.18992,2.84703,1.18548,0.90439,0.90046,0.93656,0.61385,1.32661,0.90057,0.87799,0.000368673,0.000368673,0.000368673
2,244.948,1.52004,1.15083,0.94574,0.86996,0.89496,0.91759,0.34355,2.17438,1.0674,1.00513,0.00073169,0.00073169,0.00073169
3,371.529,1.45701,1.00851,0.94564,0.82772,0.93582,0.94937,0.58704,1.37753,0.90938,0.88954,0.00108737,0.00108737,0.00108737
4,499.222,1.36688,0.88832,0.92201,0.91574,0.89504,0.92203,0.60668,1.31248,0.85511,0.8758,0.001078,0.001078,0.001078
5,627.139,1.36812,0.86992,0.92165,0.97631,0.92106,0.9576,0.5986,1.4095,0.70724,0.88732,0.001067,0.001067,0.001067
6,755.44,1.28094,0.78662,0.8996,0.90539,0.93215,0.95787,0.65883,1.21524,0.70577,0.86098,0.00105601,0.00105601,0.00105601
7,884.447,1.23811,0.72924,0.89454,0.95728,0.922,0.95451,0.59575,1.42079,0.7134,0.88227,0.00104501,0.00104501,0.00104501
